full_text,labels,langauge,post type,abusive word,idiomatic express,Source
"“#RanarHausa

Kunya al'adarmu ce
Ba mu san zagi ba.

Karin magana ba ita ce
Kaɗai Hausa ba.

Mu ke da salon zance
Ba irin na saura ba.

Harshe ne tsaftatacce
Ba hauragiya ba.

Bahaushe yayin zance
Yana tauna laɓɓa.

Sakin baki ba alama ce
Ta zama Hausa ba.

Idan ranar ta kasance
Babu abun a yaba.

Ba ku da azancin zance
Sai halin yan daba.

Daga habaice-habaice
Da salon koya zamba.

Sai irin naku zaurance
Dake koyar da gaba.

Sai waɗannan tarkacen
Kalamai da suka saɓa.

Ashe kuwa da sai na ce
Bahaushe bai sa'a ba.

Sannan shi a al'adance
Bai gadon ƙwarai ba.

Kana na ce bai yi dace
Na tsarin harshe ba.

Waɗansu kuwa sa ce
Ba su ga komi ba.

Su ba su ga abun a ce
An hange shi ba.

A wannan rana a ce
Abun ayi koyi ba.

Wai me ma za mu ce
Shi muka zaɓa?

Cikin rubuce-rubucen
Ku da suka saɓa?

Wai me ma za mu ce
Idan mun yi gaba?

Dake nuni da al'ada ce
Abar yin maraba?

Daga duk wani zance
Da kuka rattaba?

Ai bai kamata ku ce
Kuna alfahari ba.

Don ko hakan alama ce
Ta ba ku san yaren ba.

Da dai za ku bambance
Abun da ba Hausa ba.

Ku faɗi me ya kebance
Yaren nan babba.

Ku faɗi mana a tarihance
Hausa ba dabo ba.

Ku sanar da mu a taƙaice
Hausa ba tai tsara ba.

Ku sanar mu a kwaɗaice
Irin kyaw na haiba.

Halin Baushen da kuka ce
Ba shi yin ƙeta da gaba.

Juma'a 26/8/2022
Brother-Buharin Barnawa.",positive,Engausa,social,,,Facebook
"Na Tabbatar Daga Ranar Da Aka Fadi Sanarwar Mutuwata A Wannan Kafar 
Ba Abinda Mutane Zasu Farayi Sai Shiga Profile Dina Don Ganin Ire-Iren Post Din Danake Yi Mummuna Da Kyakkyawa 
Ya Allah Ka Azurta Mu Da Koma Wa Zallar Rubuce-Rubuce Kyakkyawa Na Yabon Mai'aiki S.A.W
Ka Min Zuwan Wannan Lokaci
Ya Rabbi Ka Taimaki Addininka Na Musulunci Da Masu Taimakonsa 
Bayyane Ko Boye.
Ya Ubangiji Ka Zaunar Da Kasar Mu Nigeria Lfy ALLAH KA KARAMANA SON ABIN KAUNA ANNABI MUHAMMAD BABAN FADIMATU BINTU",positive,Engausa,religious,,,Facebook
"""Wannan shi ake kira wankin babban Bargo...!!

Sun kwanta barci, ya kalli matarsa ya ce, ko kin san sau nawa Sayyidina Ali ya yi aure?

Ta kalle shi a fusace ta ce, me yasa ba zaka tambaye ni adadin yaƙoƙinsa ba kafin ya yi auran ba!!..?? Saboda Kai matsoraci ne kuma rago ne, ba don Kaka ba Kai ma kasan ba zan auri ragon namiji ba. Ta juya baya.

Ya ce, Kaico! Ina ma ban tambayeta ba...!!!

Ta juyo ta kalle shi ta sake cewa, me yasa baka bani labarin yadda Sayyidina Ali ya buɗe ƙofar ""Kaibar"" ba. Kai rannan da na ƙulleka a banɗaki ai kasa buɗewa ka yi...!!!

Ta ja bargo, shi kuma yana jan ""Hasbunallahu wa ni'imal wakil""

Ta sake juyowa ta ce, Sayyidina Ali ya kasance yana tsayiwar dare, in yana karatun Ƙur'ani har suma yake yi saboda jin tsoron Allah. Ban taɓa ganinka kana sallar dare ba, sau ɗaya ka taɓa suma, ranar da Ɓera ya shigo mana ɗaki ka kasa fidda shi....!!!!

Kaico, da ban tambayeta ba, da mun yi barci cikin nutsuwa.....!!!!""

Sukairaj Hafiz Imam",positive,Hausa,religious,, wankin babban Bargo,Facebook
"KO KASAN MEMENE AZANCI HARSHE? 
Nasuruddeen Y Albanee ✍️ 
Azanci Shine nuna fasaha da hikimar al'umma ta hanyar amfani da harshe.

Sannan Azanci ya kasu kashi-kashi 
kamar;

ZAURANCE
SARA
BAKAR MAGANA
BARKWANCI
KARIN MAGANA 
HABAICI
ZAMBO
KIRARI
Bari mu Daukesu Daya Bayan Daya mu Zuba su Fai-fai Dan mu Fayyace su fill-filla,

(1) ZAURANCE:-
Wani Salon yin Magana ne me kamada SURKULLE wato mutum bazai ganeba Sai in yasan sirrin wannan maganar.
yadda akeyi kuwa shine qarin wasu sautuka akeyi wa tsagawaran magana 
MISALI;

BANI SULE IN SIYO GORO
(i) Badani sudale Inda Sada yo madana godaro

(ii) Bakini Sukile inki sakiwo makina gokiro

Amma Yawanci Samari da 'Yam Mata sunfi Yi Dan Sakaya maganar su.

(((2))) SARA:- 
Shikuma Sara Azanci ne na yayi wadda Akan yi tsakanin mutane Masu alqibla Daya kamar 'Yan makaranta Yan Caca kodai leburori. 

MISALI: 
mutum Yace 

Jiya nayi Baqi da dare Sai Mai bada amsa yace. Masa shiyasa naji Wari 

ko kuma abari Sai ka gama bada labarin Sai ace 

Duk Bakan damiyace!!
ko
Duk kalankuwace
ko
Duk jita-jita ce!! 
dadai Sauran su
akwai Kuma SARA ta Jan Hankali
MISALI A MAZA IDAN WANI YAI WAWAN ZAMA 

Sai Ace ""NAGA BAREWA!"" 
Take Sai kaga kowa Yana Gyara Zama.
ko kuma 
Ace ""urgh SU DILA ANYI SHANYA""""

(((3))) BAKAR MAGANA:- 
Itace dik Wata magana da akayi Dan ta Sosa zuciyar Wani mutum.
Ana yinta A baiyane ana Kuma Yinta a Fakaice

MISALI;
idan Wani yamaka laifi maimakom kafito fili ka Gaya Masa Sai kace Masa """"Ka Kyauta"""" wannan baqar magana ce a Fakaice Haka Kuma idan Mai Keke ko ya tureka Sai kace """" Sannu Mai Keke"""" 

Akwai Kuma Baqar magana cikin raha 
MISALI

Kasha Giyane??

A'a Kaqi cewa wuta na Sha,

A'a Walqiya kasha!!.

ko kuma 
1 KAYI MIN MAGANA DA MALAM USMAN 
2 YANA CIKIN RIJIYA YANA AIKI
1 A'A KO A CIKIN QABARI YAKE AIKI SAINA YI MAGANA DASHI.

(((4))) BARKWANCI :-
BARKWANCI Yana nufin Ba'a watu Wasa a cikin Zance, wannan ya qunshi fage Mai yawa ta yadda aka samu rabe -raben barkwan ci dabyawa 
akwai na 

1 Tsakanin. Qabilu Kamar
GOBIRAWA DA YARBAWA
FULANI DA TIVI
ZAGE-ZAGI DA KAMAWA
KATSINA WA DA HADEJAWA
ARGUNGU (KABAWA) DA KATSINA WA
FULANI DA BARE-BARI

2 Barkwani ci na ZUMUNTA Kamar
TSAKANIN JIKA DA KAKA
TSAKANIN ABOKAN WASA (YAN UWAN UWA) 
TSAKANIN MATA DA 'YA 'YAN UWAN MIJI

(3) Barkwan ci na SANA'A kamar
MASUNTA DA MAHAUTA
'YAN GISHIRI DA 'YAN GORO
MAKAFI DA KUTARE
MASU RAQUMA DA MASU JAKUNA
DIREBOBI DA 'YAN KURA.

(((5))) KARIN MAGANA :-
Shikuma Gajeren Zance me Wanda take qunshe da Hikima 
Ga misala su

1 HARBI A WUTSIYA YAFI KUSKURE
2 DIK ABUNDA YAKE GIDAN SARKI AKWAI A KASUWA.
3 DA MUGUWAR HAIHUWA GWARA KYAKYAWAR TUSA
4 MAHAQURCI MAWADACI
5 HANA WANI HANA KAI

(((6))) HABAICI:-
Itace dai ake cewa Gugar Zama wadda Za'a was mutum magana a kai-kaice.
MISALI

1 Ashe biri yayi Kama da mutum
2 Cin danqo Harda su Kaza

((7)). ZAMBO
ZAMBO Dan UWAN Habaici ne , galibi idan akayi to wadda akayi don shi Yana ganewa.

misali 
Kansa kamar na Gwaggwon Biri 
kaga Su jaba Anyi Wanka. D.s


((8)) KIRARI

KIRARI :- Shikuma ana yin shine Dan washi Wasa Wani ko kanka da wasu lafizi dadada.

Misali taken Soja

Na Gwamna mar-mari daga nesa,
ko kuma
Na Gwamna Ga rawa ga Yaqi.

Hakama kirari. Garuruwan kamar 

Jalla Ikira babbar Hausa Kano ba gariba dajin Allah, Kamissliha Alfun.
Taro Koda me Kazo anfika.

Kaduna jamsin.
Na Shehu larabawa Bidi'ah (BARE-BARI)
BABBAN mutum da rigar Yaro (taken bature)
dadai sauransu.

Kadan kenan daga cikin hikimomin harshen Hausa 

Happy Hausa Day Al'ummar Hausawa",positive,Hausa,social,,,Facebook
"Hazbiya ta kalli Balbela ta ce ""ƙawata ki na da labarin abin da ya faru jiya a majalissar dattaɓai kuwa?
Balbela ta amsa da ""me ya faru a majalissar dattaɓan?""

Hazbiya ta ce ""Jiya su Gauraka su kai ƙoƙarin tsige Babba da Jaka, saboda lalacewar tsaro da ya addabi dajin nan, sai dai Ragon-maza jagoran ƴan biyu babu, ya ɓata musu shiri, dalilin da ya sanya su Gaurakan su kai fushi suka fice daga majalissar kan a tashi kenan""

Balbela tai murmushin takaici sannan ta ce ""Da su Gaurakan da Ragon Mazan da shi Babba da Jakan duk jirgin su ɗaya, shekara nawa su Shirwa da Shawo na cin karensu ba babbaka amma suka nuna halin ko in kula, sai yanzu da abu ya ƙara girmama sannan za su shigo da wata kisisinar yaudarar tsuntsaye don su ƙara zaɓensu su koma majalissa ko?""

Kurciya da ke gefe ta ce ""Maganarki gaskiya ce Balbela, wallahi duk bakinsu ɗaya, ai da da gaske su ke ai da tuni sun tsige shi tun farkon shekarar wuyan agwagwa da sifili domin shirme da shiriritar Babba da Jaka ta wuce duk lissafi!""

Alhudahuda cikin fushi ya kada baki ya ce ""Ba fa shiririta da shirme Babba da Jaka ya yi fice kaɗai a kai ba, shi Babba da Jaka mugu ne, mai muguwar zuciya da muguwar niyya bisa muguwar manufar kai tsuntsaye kogin halaka...""

Caraf Hazbiya ta katse shi da ""Alhudahuda ka sassauta kalamai mana, ko da shike mun san kai tsakaninka da Babba da Jaka akwai jiƙaƙiyar rashin biyan hakkinku na wata biyar amma dai...""

Cikin fushi Alhudahuda ya fara jefo wasu manyan kalmomin ingilishi masu sarƙaƙiya wanda ba a ko taɓa jin irinsu a dajin tsuntsaye ba, sai dai an ɗan fahimci inda ya ke cewa "" no work no pay is a system introduce to subjugate and intimidate our innocent members from fighting for a qualitative education in this forest, we will not kowtow to this flagrant sly method from this condescending sadistic...""

Ganin yadda Alhudahuda ya fusata tsuntsaye suka watse kar ya cakumi wani cikinsu.

Mukhtar Sipikin",neutral,Engausa,political,,,Facebook
"Mu San kwadayayyun mu…
Wannan shine Magaji musa Majia AKA Baballo yaron da ya taba lashe gasar kwadayi ta kasa 
Shine wanda Turawan ingila suka bashi lambar girma saboda kwalama da kwadayin naman zabi 
Zamanin yana yaro yakan bayar da kuncin sa ayi masa mari 27 a bashi dafaffiyar kafar agwagwa.
‘Ina mai farin cikin gabatar muku da wannan bawan Allah wanda duk masu balangun garin nan da masu ragadada Abokan sa ne. Dafatan kasha ruwa lafiya Kanina",neutral,Hausa,social,,,Facebook
"Fitacciyar 'yar wasa a masana'antar Kannywood wadda ta yi aure a ranar Asabar, Hafsat Idris, ta ce ba dan gidan tsohon Shugaban Kasa Marigayi Sani Abacha ta aura ba.

Karin bayani: https://t.co/5LzR5USTc1",neutral ,Hausa,business,,,Twitter
"Jaruma HAFSAT IDRIS tayi auren sirri...

Cikin sati guda manyan jarumai mata biyu na masanaantar Kannywood sun amarce... Dukkannin auren yazo da bazata, kasancewar baa yadashi ba, duk sai jinsu akayi kwatsam.

Muna addua Allah ya basu zaman lafiya... Amin! https://t.co/xi4J1slXNC",neutral ,Hausa,business,,,Twitter
"Nifa idan naji ana chewa celebrity from kannywood yanada girman kai abun ma dariya yake bani Wllhi. 
Mutun yana talata wa zaiyiwa girmankai for God sakeðŸ¤£ðŸ¤£ðŸ¤£",neutral ,engausa,business,,,Twitter
"@MunzaliHarunaAb @maryam_booth1 Meye abun girmankai don suna celebrities a kannywood harkar da duk munsan fama che. Sai mutun yayi 20yrs aciki bashida 1/2 million a account dinsa, bashi da gidan kansa.
To meye abun girmankai ga talaka don kawai an haskash",neutral ,Hausa,business,,,Twitter
"#hafsat #kannywood #Hausa #bikin
Jaruma Hafsat Idris Ta Sake Aure Yau Asabar 26/02/2022

Danna hoton kasa don kallon wannan videon

ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡
https://t.co/7QtYwXwRMe",neutral ,Hausa,business,,,Twitter
"Tofah Asirin Jarumar Kannywood Junaidiya Gidan Badamasi Ya Tonu Suna Iskanci A Kwango

Danna hoton kasa don kallon wannan videon

ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡
https://t.co/2Oj2OlRdi0",neutral ,Hausa,business,,,Twitter
Allah yasa dai ba irin cake din nan ne da yan kannywood sunka dame mutane amma sai a hankali ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/gAFfmmnRlo,neutral ,Hausa,business,,,Twitter
"Kyawawan hotunan kafin aure na Furodusa Abba Bashir Maishadda da jaruma Aisha Ahmad Idris wacce aka fi sani da Aishatul Humaira sun bayyana 
A farko, an fara rade-radin cewa Furodusan zai angwance a watan Maris, sai dai kuma ba a bayyana wacece amaryar ba 
https://t.co/2fVC8qlzQb",neutral ,Hausa,business,,,Twitter
"Labarin da ke bayyana a yanzu shi ne batun amarcewar da jaruma Aisha Aliyu Tsamiya da za ta yi a ranar Juma'a mai zuwa 

An gano cewa za a daura auren jarumar a Masallacin Sheikh Salban da ke kwanan 'yan wanki kusa da gidan Tanko yakasai

https://t.co/7zHgDh2kBQ",neutral ,Hausa,business,,,Twitter
"A yunkurin kamfanin Northflix na ba wa mutane gari dama domin shigowa harkar gudanar da fim da inganta labaran finafinanmu na Kannywood, kamfanin ya fara karbar kayatattun labarai da za a iya mayar da su shirin fim daga gurin ku. https://t.co/dCpfqyH1t0",positive,Hausa,business,,,Twitter
"Jaruma Rahama Sadau ta sadaukar da dukkan cinikin da za ta yi a fim din ta mai suna Nadeeya ga gidauniyar tallafawa mabukata
Jarumar ta sanar da cewa cinikin fim din za ta mika shi domin tallafaawa masu karamin karfi a gidauniyarta ta Ray of Hope

https://t.co/q3jrJYJg93",positive,engausa,business,,,Twitter
@zaynerb_Auwal Ke tab ay matan kt ba su iya girki ba basuda tarbiya cikakkiya sam basu iya bum muji ba babu abunda suka iya sai wasan hausa ðŸ˜‚ sunfi kowa yawa a cikin kannywood ðŸ˜‚,neutral,Hausa,business,,,Twitter
"Nasihar Musa Mai Sana'a ga Æ´an matan Kannywood

Wani bidiyo  ya nuna yadda shahararren É—an wasan hausa Musa Mai Sana'a ya tara wasu matasan taurarin 'yan mata a masana'antar Kannywood yana yi masu nasiha.

Ku kalli cikakken bidiyon a nan
https://t.co/5vNIjiWpy9",positive,Hausa,business,,,Twitter
"KANNYWOOD ZA'A SHA BIKI?

Mun samu jitajitar cewa a ranar Juma'ar nan mai zuwa jaruma AISHA TSAMIYA zata amarce... Kuma angon nata babban mutum ne.

Haka zalika Babban Producer ABUBAKAR BASHIR MAISHADA shima munji zai angonce a watan Maris mai kamawa.

Allah ya tabbatar da alheri https://t.co/PM5i6YPU0S",neutral ,Hausa,business,,,Twitter
"Fitacciyar jarumar fina-finan nan a masanaâ€™antar Kannywood, Rahama Sadau, ta ce ta sadaukar da dukkan kudin da ta samu a sabon fim dinta mai suna Nadeeya don tallafa wa masu karamin karfi.

Karin bayani: https://t.co/qyO7HuGltV",positive,Hausa,business,,,Twitter
"Itâ€™s a message to some in the music &amp; kannywood industry. 

â€œKuce mawaqi komai tsadarsa, yaje ya huta, anmasa girma nan daiâ€. 

What he normally says. https://t.co/l6IHuUAyep",neutral ,engausa,business,,,Twitter
"WATCH : Manyan Jaruman Kannywood sunshiga tashin hankali | babu kyau wulaÆ™anta É—an adam
https://t.co/1TEoXeQkD1 #Chizo_1_ Germany #MentaMusic @ChizoGermany",positive,Hausa,business,,,Twitter
"Latala da mata kafin saka su Film a kannywood: sudanu ta tona asirin teema makamashi. Danna hoton da ke Æ™asa domin kallon cikakken bidiyon
https://t.co/pncI7wbtII",neutral,Hausa,business,,,Twitter
"You all know kannywood is full of trash ðŸ˜,
So Haka salima cake ðŸ° yakeðŸ˜, sunce dadinshi kaman kallon film ne ,
Kana ci kana tsaki ðŸ˜…
Kana kallo kana Oo Hausa filmðŸ™†",neutral,engausa,business,,,Twitter
@ummi__rahab Kitina lokacin da kina yarinya film di ummi ai kema kwailace sosai ma daga an tona babu yarinya a kannywood sama dake,neutral,Hausa,business,,,Twitter
"Hira ta musamman da jaruma @Rahma_sadau akan film din #NadeeyaTheMovie da sauran nasarorin rayuwar ta... Tayi magana ta yabo da burgewa akan @OfficialMSharif... Tabbas wannan jaruma akwai fikira agareta.

Kuci gaba da kasan cewa da mu don kawo muku latest Labaran Kannywood. https://t.co/Saj6iSsnHW",neutral ,Hausa,business,,,Twitter
@NIG_ASUU kutumar uban Wanda ya fasa. saboda yaranku ba anan suke karatu ba. toh munsan baqin ciki ku 33k din NYSC ne. kuma sai mungama school kuma mun karba. kuma bari kuji idan nakarba nawa a crypto zan zuba.,negative,Hausa,educationn ,kutumar uban,,Twitter
Billaahillazee yanzu mutane basa tsoron mutuwa. Allaah kar ka bawa yan kutumar uba damar mayar da qabarin mu studion daukar hoto https://t.co/Gq61LO6FmP,negative,Hausa,social,kutumar ubana,,Twitter
Dama Russia Mu Suka Taro Fadannan Su Wulloma Karamin Gwangwani Duk Ya Tashi Yar Kutumar Uban Nigeria Dinnan kowama Ya mutu Ajecan Afitar Mana Da Hakkinmu,negative,Hausa,security,kutumar ubana,,Twitter
"A katsina dan kace wa budurwa yar kutumar uba kinyi kyau ba wani abu bane 

Duk cikin so ne â¤ðŸ˜‚",negative,Hausa,social,yar kutumar uba,,Twitter
"@_mai_daraja Toh ai kai naka da sauqi
Ni nawa haka yace dan kutumar ubana kar in sake yi masa flashing. Abun haushin maðŸ¤¦â€â™‚ï¸ wae bashi yaci dan kawae ya gaya min wannan maganarðŸ˜–.
Wae sai na biya shiii",negative,Hausa,social,kutumar uba ,,Twitter
"Kutumar uba kai Alaji xata kashe masa 200k within the day and xata biya masa kudin hotel, ta siya masa ticket na jirgin sama idan xai dawo omo 

Matan ina ke iyya irin wannan ðŸ˜‚",negative,Hausa,social,kutumar uba,,Twitter
"Duk masu â€œso, basicallyâ€ da â€œactuallyâ€ dinnan in real life bazasu iya yin turancin 30 seconds straight ba, shegu yan kutumar uba https://t.co/h592iFrz32",negative,engausa,social,shegu yan kutumar uba,,Twitter
Where tf are equal rights? Where are all these feminists? Dont they wanna help out too? Bloody yan kutumar uba https://t.co/zrXSDKVNoy,negative,engausa,social,yan kutumar uba,,Twitter
@UQueeniee Kutumar ubanki ke da mijin auren.. Duk gamu nan sai mun tayaki neman wanda zai aureki. Da alama baki da tarbiyya shi yasa kike neman mijin aure,negative,Hausa,social,kutumar ubanki,,Twitter
@UQueeniee Kai Dan kutumar ubanku karku damemu da aure kukeso mun hana kune ki kai Wanda yake zuwa gidanku ko kuke chatting dashi mana,negative,Hausa,social,dan kutumar uba,,Twitter
"@SHEZ__001 Matan yanzu they're after money not real emotions Yar kutumar Uba yarinya ta kiraka wai ka Bata kudi sai kace Kaine ubanata my dear it's ""trade by Bater oh"" man no go vex",negative,engausa,social,yar kutumar uba,,Twitter
"En kutumar bvra uba ba. Ba wanda yai commending din ki time â€˜din amma yanzu kowa sai surutu yake. 

Shiyasa kawo mutane cikin lissafi in za kai abu bai da amfani ko kadan dan da ywa munafurci kawai suka sani. https://t.co/0zVncxGl0x",negative,engausa,social,bura uba,,Twitter
"Shiya fa ni nake zaman kaina a Street din nan, Ni ba Yaron kowa bane! Duk Wanda yamin nake cin kutumar Ubansa! A Kano yadda kake da Jamaa haka muke da su!
Ni ba Influencer bane Ba Kuma Yaron Influencers bane! Bani da Catfish Account! Bama Promoting dinsu!",negative,engausa,social,kutumar ubansa,,Twitter
"@Mariam__Adnan Kiji tsoron allah sannan kikasance Mai hakuri da rikon amana da kula da sallah
 Sannam kibi iyayenki. baya da haka kici kutumar Uban duk Wanda zai miki shirme da shashanci",negative,Hausa,social,yan kutumar uba,,Twitter
@MTN180 Thunder fire wuna with the I ma sorry there make wuna get out of my way make I dey see front ðŸ˜ yan kutumar uba kawaii ðŸ˜,negative,Hausa,social,kutumar uba,,Twitter
"@Asseardiq @Sheikhweeder Inaa banyi ba Amma nakusa ðŸ˜ðŸ¤£
Zan gwada idan aka dace zan rabu da en kutumar uba masu yangan nan ðŸ˜…",negative,Hausa,social,kutumar uba,,Twitter
@bbchausa Matsiyata kigama sacema mana kudade da maida mu bayinku da kashe mana kasashe ta hanyar tursasa mana shuwagabanni wadanda zasu kare maradunku saikuma yanzu kuzo kuna kira da musaka baki akan fadan Russia ku ta shafa wannan mu muna bayan Russia m,positive,Hausa,social,,,Twitter
"So what you're telling me is that we've been rooting for a bunch of racist fucks all this while?? Wow.. just wowðŸ˜£ðŸ˜£

Putin should put am for una body woto-woto. Yan bura'uba shegu!ðŸ˜¡
#AfricansinUkraine",negative,engausa,social,bura uba,,Twitter
@_mai_daraja Bura Uba ai ko a mahalki bamasan kazanta bare a gaske wlh sau million dollars gara wadda bata iya girkiba,negative,Hausa,social,bura uba,,Twitter
"@ii_khaleedor Zahairu yazeed wakiliðŸ¤£
Bura uba kafin azo kaina ya qare yasin.
A barshi ma zanyi qarya in fadi sunan me gidn
Namu shima duk kanwar jaa ce.",negative,Hausa,social,bura uba,,Twitter
"@zaynerb_Auwal Cikakkiyar kalma mai dadi ta soyayya matan Hausa basu iya ba sannnan ga roko kamar Yayan maroka, Macen Hausa ce zakace mata I love You tace ma yauwa ko Nagode ðŸ˜‚ko kayi Mata abu ta nuna yayi kadan Yar bura uba kamar babanta ne ya baka aji",negative,Hausa,social,yar bura uba,,Twitter
"@ChiefCheeky @KemiOlunloyo Bura uba uba uba nka ka ji kwo ?

 Na che duri inna nka dan iskah kowei..

Dan kania ..",negative,Hausa,social,bura uba,,Twitter
"@aedcelectricity @bayo202 'Yan buhun bura uba!
 You have been appealing for our patience since how many years ago?
You are the biggest scam in the history of Nigeria!",negative,engausa,social,bura uba,,Twitter
"I have the best tweeps in the world wallaahi, I can't love you less amigos 

Shegu kawai yan bura uba ðŸ¤£ðŸ¤£ðŸ’”ðŸ’”ðŸ’”",negative,engausa,relationship,bura uba,,Twitter
"@PendingUstaz Hahhhhhh, ðŸ¤£ðŸ¤£ Ana bura'uba akasar nan ,haka jiya naga wata mata haihuwarta 5amma har rantsuwa take wai ita VIRGIN ce ðŸ¤£ðŸ¤£ðŸ¤¸",negative,Hausa,social,bura uba,,Twitter
"You'll do you remember that JOJO song ""baby it's you"" where she says ""it's not what i want"" mu kuma sai muji kamar cewa take ""dan bura uba""ðŸ˜‚ðŸ˜‚ crazy times.",negative,engausa,relationship,dan bura uba,,Twitter
"@Mariam__Adnan Wai anbude shafin Twitter ne kawai saboda kudina iskanci.
Yan bura uba kuna musulmai yayan musulmai
Amman kudinga zina a fili. Allah ya shirya wlhy",negative,engausa,social,bura uba,,Twitter
Haba kai Kasan d ina kano d koda bura uba sai ka fito wlh... Sau daya na taba xuwa kano ma ðŸ˜‚ðŸ˜‚ https://t.co/LK0aiqFwL3,negative,Hausa,social,bura uba,,Twitter
"@Gwaska_01 Hahahah ðŸ˜‚ðŸ˜‚ Ae mutanen mu akwai yan bura uba. Kawai mutum yana gani kamar rike iPhone shine gata,",negative,engausa,social,bura uba,,Twitter
"@MFaarees_ For instance if we makes a mistake when importing farmers seeds for planting, be it maize,rice,millet,wheat,beans, e.t.c
We mistakenly brought the one that's not suitable for crop production.
Kaga ai bura uba ta afku a Nigeria.
@MFaarees_ zaya ",negative,engausa,agriculture,bura uba,,Twitter
"Kungiyar malaman jami'a ta ji fusata da maganganun da Adamu Adamu ya yi game da yajin aikin kungiyar.

ASUU ta ce duba da yadda ake tafiyar da harkar ilimi a kasar, an mayar da malaman bayi, wannan yasa suke mutuwa ko barin kasar domin su huta da wahala. https://t.co/QMlxFVAJzB",neutral ,Hausa,educationn ,,,Twitter
"@bbchausa Duk shirme ne, domin a kauda hankulan mutane.
Abnda ya kamata ya kasance yana yawo shine labarin yajin aikin ASUU",neutral ,Hausa,educationn ,,,Twitter
Bayanan Farfesa Dambazau cikin shirin Ra'ayi Riga @BBChausa kan yajin aikin kungiyar malaman jami'a ta ASUU nada sosa rai.,neutral ,Hausa,educationn ,,,Twitter
"Yayin da jama'ar kasa da kungiyar ASUU ke ganin laifin gwamnatin Buhari da laifi wajen kin sauraran ASUU har suka shiga yaji, ministan ilimi ya yi martani.

Ya bayyana dalilansa da ke cewa ba laifin gwamnatin Buhari ne, kuma yajin aikin abin mamaki ne ma.
https://t.co/INFGu3K8DB",neutral ,Hausa,educationn ,,,Twitter
"Shugaban wata kungiya ta Progressive Academic Staff Union of Universities, Farfesa Osita Chiaghanam ya ce babu abin da zai sa su rufe jamiâ€™a

â€œBa za mu biyewa wata kungiya ko daidaiku wajen shiga yajin-aikin da ba zai amfani kowa a jamiâ€™ar Ojukwu ba.â€

https://t.co/A8OcfNFaW5",neutral ,Hausa,educationn ,,,Twitter
"Kungiyar dalibai ta kasa NANS ta sanar da shirinta na gudanar da zanga-zanga a sassan Kasar domin nuna adawa da tafiya yajin aikin da Asuu tayi na wata Daya.
Shugaban kungiyar daliban Najeriya Asefon Sunday shine ya bayyana hakan a taron manema labarai. https://t.co/Ckl926jLjm",neutral ,Hausa,educationn ,,,Twitter
"Kungiyar Dalibai ta yi barazanar gudanar da zanga-zanga muddin ASUU da gwamnati suka gaza warware takaddamar da ke tsakaninsu.

Karin bayani: https://t.co/359ZRdM7Yc",neutral ,Hausa,educationn ,,,Twitter
"â€œMun samu labarin matakin da kungiyar ASUU ta dauka na shiga yajin-aikin jan-kunne na tsawon wata daya tattare da matukar takaici.â€ â€“ Asefon Sunday

Nan gaba idan za ayi zama da 'Yan ASUU, ya zama akwai wakilan NANS da za su tsayawa Daliban jamiâ€™a - NANS

https://t.co/FLIGarvUlp",neutral ,Hausa,educationn ,,,Twitter
"Yan bindiga sun sake sace mutane 10 a garin Jere wanda ya ke kan hanyar Abuja zuwa Kaduna 

Cikekken labarin: https://t.co/pB62oR968Q",neutral ,Hausa,security,,,Twitter
â€˜Yan bindiga sun yi Garkuwa da mutun ashirin 20 a hanyar Kaduna Abuja bayan saâ€™oâ€™i 22 da Sefeton â€˜yan Sandan nageriya IGP Alkali ya Kai ziyara sintiri. https://t.co/tdRkEaF683,neutral ,Hausa,security,,,Twitter
"@JaafarSJaafar dan Allah ku jagoranci neman gudumawa ta hanyar account lamba ayi kiyasi a nemi fili mu saya mu ginawa malam Sheikh Nuru Khalid Nasa masallacin anan Abuja,  facebook zuwa twitter da sauran mutane a cikin Nanjeriya",positive,Hausa,social,,,Twitter
"Wasu 'yan bindiga sun kai mummunan hari kan wasu gidaje a hanyar Abuja zuwa Kaduna, sun sace mutane da dama.

Wannan harin na zuwa ne jim sa'o'i kadan bayan da sufeto janar na 'yan sandan Najeriya ya kai yankin.
https://t.co/ieoIxRb3Pn",neutral ,Hausa,educationn ,,,Twitter
"Hukumar kula da jiragen kasa ta Najeriya ta kira lambobin wayan fasinjojin da harin 'yan bindiga ya rutsa dasu a hanyar Abuja

Rahoto ya bayyana adadin wadanda aka samu a waya da wadanda lambobinsu ba sa shiga, har ma da wadanda lambobin tun asali babu su
https://t.co/tjkWqaYqNm",neutral,Hausa,security,,,Twitter
"Hanyar Kaduna/Abuja
Na mota bai tsira ba, na jirgin kasa bai tsira ba daga harin â€˜yan taâ€™adda masu kwacan Alummah.. https://t.co/FTBj19bS2H",positive,Hausa,security,,,Twitter
@bbchausa Idan angama da binciken wanda suka rusa filin wasa na abuja sai a dawo kan wanda suka saka bomb a hanyar jirgin kasa,positive,Hausa,security,,,Twitter
